shot,start_frame,end_frame_exclusive,start_seconds,end_seconds,start_timecode,end_timecode,duration_seconds,chapter,motion_class,sampled_mean_abs_rgb,sampled_changed_fraction,global_translation_total_pct,global_scale_speed_pct_per_s,valid,scale,scale_delta_pct,rotation_deg,translation_x_pct,translation_y_pct,inlier_ratio,residual_mean_abs,residual_changed_fraction
119,12461,12521,415.3667,417.3667,06:55.367,06:57.367,2.0,Triassic,character_or_graphic_animation,0.019358,0.07164,29.2869,20.6529,True,1.413058,41.3058,-0.0458,-20.6964,-20.7215,0.63235,0.102284,0.365694
120,12521,12781,417.3667,426.0333,06:57.367,07:06.033,8.6667,Triassic,character_or_graphic_animation,0.026701,0.092786,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
121,12781,12895,426.0333,429.8333,07:06.033,07:09.833,3.8,Triassic,character_or_graphic_animation,0.030753,0.100173,0.0369,0.0003,True,1.000013,0.0013,-0.0125,0.0036,-0.0367,0.98086,0.052511,0.184115
122,12895,12928,429.8333,430.9333,07:09.833,07:10.933,1.1,Triassic,frozen_hold,2.5e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,3.7e-05,0.0
123,12928,13023,430.9333,434.1,07:10.933,07:14.100,3.1667,Triassic,frozen_hold,0.004813,0.008429,0.004,0.0,True,1.0,0.0,0.0013,-0.0024,0.0032,1.0,0.003667,0.015764
124,13023,13063,434.1,435.4333,07:14.100,07:15.433,1.3333,Jurassic,character_or_graphic_animation,0.15258,0.421884,6.7924,-6.8171,True,0.909106,-9.0894,0.0122,4.5794,-5.0166,0.78039,0.202394,0.278715
125,13063,13166,435.4333,438.8667,07:15.433,07:18.867,3.4333,Jurassic,character_or_graphic_animation,0.061467,0.150651,0.0111,-0.0028,True,0.999903,-0.0097,0.0072,-0.0014,0.011,0.92929,0.111877,0.275556
126,13166,13280,438.8667,442.6667,07:18.867,07:22.667,3.8,Jurassic,subtle_local_motion,0.008229,0.01335,0.0291,-0.0045,True,0.999829,-0.0171,0.0105,0.0074,0.0281,0.98871,0.011888,0.022882
127,13280,13377,442.6667,445.9,07:22.667,07:25.900,3.2333,Jurassic,frozen_hold,0.002983,0.006936,0.0143,0.0026,True,1.000084,0.0084,-0.0036,0.003,-0.014,0.99344,0.004774,0.012639
128,13377,13429,445.9,447.6333,07:25.900,07:27.633,1.7333,Jurassic,frozen_hold,0.002374,0.00599,0.0009,0.0003,True,1.000006,0.0006,-0.0007,0.0002,-0.0009,1.0,0.002557,0.007622
129,13429,13772,447.6333,459.0667,07:27.633,07:39.067,11.4333,Jurassic,subtle_local_motion,0.016451,0.031476,0.1149,0.0032,True,1.000364,0.0364,-0.0485,0.0139,-0.1141,0.93834,0.020963,0.05342
130,13772,13807,459.0667,460.2333,07:39.067,07:40.233,1.1667,Jurassic,frozen_hold,0.001144,0.0,0.0071,0.0053,True,1.000062,0.0062,0.0042,-0.0068,0.002,0.99769,0.001379,0.0
131,13807,13907,460.2333,463.5667,07:40.233,07:43.567,3.3333,Jurassic,character_or_graphic_animation,0.012997,0.03559,0.0241,0.002,True,1.000067,0.0067,0.0036,-0.0066,0.0232,0.9533,0.022916,0.063142
132,13907,13949,463.5667,464.9667,07:43.567,07:44.967,1.4,Jurassic,frozen_hold,5e-06,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,4e-06,0.0
133,13949,14042,464.9667,468.0667,07:44.967,07:48.067,3.1,Jurassic,frozen_hold,0.000172,0.0,0.0006,0.0006,True,1.00002,0.002,0.0001,-0.0002,-0.0006,0.99832,0.000184,0.0
134,14042,14138,468.0667,471.2667,07:48.067,07:51.267,3.2,Jurassic,character_or_graphic_animation,0.018328,0.037778,0.0024,0.0012,True,1.000038,0.0038,0.0018,-0.0023,-0.0006,0.78776,0.036194,0.073559
135,14138,14207,471.2667,473.5667,07:51.267,07:53.567,2.3,Jurassic,subtle_local_motion,0.009541,0.026701,0.0306,0.0069,True,1.000158,0.0158,0.0117,-0.0154,0.0264,0.98234,0.019861,0.05184
136,14207,14320,473.5667,477.3333,07:53.567,07:57.333,3.7667,Jurassic,frozen_hold,0.005725,0.01237,0.0079,-0.0008,True,0.99997,-0.003,-0.0083,0.0051,-0.006,0.96221,0.010753,0.024462
137,14320,14865,477.3333,495.5,07:57.333,08:15.500,18.1667,Jurassic,character_or_graphic_animation,0.063129,0.234662,0.085,-0.0046,True,0.999164,-0.0836,-0.0413,0.05,-0.0687,0.63333,0.050677,0.191007
138,14865,14957,495.5,498.5667,08:15.500,08:18.567,3.0667,Jurassic,frozen_hold,0.005353,0.002335,33.9442,0.0847,True,1.002598,0.2598,-0.0172,-33.9428,-0.3075,0.89583,0.08401,0.245399
139,14957,14992,498.5667,499.7333,08:18.567,08:19.733,1.1667,Jurassic,frozen_hold,0.000249,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,7e-05,0.0
140,14992,15101,499.7333,503.3667,08:19.733,08:23.367,3.6333,Jurassic,frozen_hold,6.3e-05,0.0,0.001,-0.0005,True,0.999983,-0.0017,-0.0002,0.0007,0.0007,1.0,3.2e-05,0.0
141,15101,15150,503.3667,505.0,08:23.367,08:25.000,1.6333,Jurassic,frozen_hold,0.002515,0.006624,0.0023,0.001,True,1.000016,0.0016,-0.001,0.0002,-0.0023,0.99631,0.004845,0.013247
142,15150,15213,505.0,507.1,08:25.000,08:27.100,2.1,Jurassic,frozen_hold,0.001318,0.002969,0.0047,-0.0027,True,0.999943,-0.0057,0.0016,0.0006,0.0047,1.0,0.001528,0.004601
143,15213,15237,507.1,507.9,08:27.100,08:27.900,0.8,Jurassic,frozen_hold,0.000132,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.99891,0.000109,0.0
144,15237,15537,507.9,517.9,08:27.900,08:37.900,10.0,Jurassic,character_or_graphic_animation,0.021345,0.099227,23.85,0.0193,False,1.001929,0.1929,9.5192,-1.9255,23.7721,0.25,0.16488,0.36375
145,15537,15578,517.9,519.2667,08:37.900,08:39.267,1.3667,Cretaceous,character_or_graphic_animation,0.144598,0.397682,9.3368,-0.015,True,0.999795,-0.0205,-0.0231,0.0439,-9.3367,0.89383,0.111844,0.167101
146,15578,15776,519.2667,525.8667,08:39.267,08:45.867,6.6,Cretaceous,subtle_local_motion,0.011796,0.034288,0.0627,0.0109,True,1.000722,0.0722,0.0187,-0.0574,-0.0253,0.96133,0.011409,0.032292
147,15776,15838,525.8667,527.9333,08:45.867,08:47.933,2.0667,Cretaceous,subtle_local_motion,0.006231,0.02914,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
148,15838,16079,527.9333,535.9667,08:47.933,08:55.967,8.0333,Cretaceous,character_or_graphic_animation,0.043423,0.085851,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
149,16079,16601,535.9667,553.3667,08:55.967,09:13.367,17.4,Cretaceous,character_or_graphic_animation,0.046855,0.175269,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
150,16601,16637,553.3667,554.5667,09:13.367,09:14.567,1.2,Cretaceous,frozen_hold,0.00014,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,8.1e-05,0.0
151,16637,16696,554.5667,556.5333,09:14.567,09:16.533,1.9667,Cretaceous,frozen_hold,0.005316,0.010165,0.0016,0.0009,True,1.000017,0.0017,0.0011,-0.0007,-0.0014,1.0,0.01187,0.02033
152,16696,16732,556.5333,557.7333,09:16.533,09:17.733,1.2,Cretaceous,frozen_hold,1.5e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,2e-06,0.0
153,16732,16825,557.7333,560.8333,09:17.733,09:20.833,3.1,Cretaceous,frozen_hold,0.006254,0.012778,0.0382,-0.0078,True,0.999759,-0.0241,0.0199,0.0068,0.0376,0.98058,0.009769,0.02434
154,16825,16919,560.8333,563.9667,09:20.833,09:23.967,3.1333,Cretaceous,frozen_hold,0.005442,0.009375,0.0009,-0.0003,True,0.999992,-0.0008,-0.0004,0.0009,0.0001,0.99727,0.004108,0.017656
155,16919,16943,563.9667,564.7667,09:23.967,09:24.767,0.8,Cretaceous,frozen_hold,0.0001,0.0,0.0011,-0.0017,True,0.999986,-0.0014,-0.0005,0.0009,0.0006,1.0,7e-05,0.0
156,16943,16969,564.7667,565.6333,09:24.767,09:25.633,0.8667,Cretaceous,frozen_hold,0.000131,0.0,0.003,0.0046,True,1.00004,0.004,0.0004,-0.0023,-0.0019,1.0,4.4e-05,0.0
157,16969,17060,565.6333,568.6667,09:25.633,09:28.667,3.0333,Cretaceous,frozen_hold,0.002681,0.008151,0.0135,-0.0003,True,0.99999,-0.001,-0.0065,0.0057,-0.0122,0.984,0.003924,0.012812
158,17060,17157,568.6667,571.9,09:28.667,09:31.900,3.2333,Cretaceous,character_or_graphic_animation,0.017597,0.07954,61.078,-20.4525,False,0.338703,-66.1297,8.8959,30.1264,53.1312,0.38462,0.360107,0.952066
159,17157,17201,571.9,573.3667,09:31.900,09:33.367,1.4667,Paleogene,character_or_graphic_animation,0.109816,0.304982,7.1744,-2.4803,True,0.963622,-3.6378,-0.0257,1.8541,-6.9307,0.90179,0.153569,0.198385
160,17201,17276,573.3667,575.8667,09:33.367,09:35.867,2.5,Paleogene,frozen_hold,0.005341,0.009817,0.0004,-0.0005,True,0.999988,-0.0012,-0.0004,0.0002,-0.0004,0.99584,0.005854,0.018854
161,17276,17308,575.8667,576.9333,09:35.867,09:36.933,1.0667,Paleogene,character_or_graphic_animation,0.040744,0.108325,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
162,17308,17398,576.9333,579.9333,09:36.933,09:39.933,3.0,Paleogene,character_or_graphic_animation,0.008876,0.031424,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.85526,0.017953,0.060417
163,17398,17522,579.9333,584.0667,09:39.933,09:44.067,4.1333,Paleogene,character_or_graphic_animation,0.013543,0.036779,0.0016,-0.0003,True,0.999986,-0.0014,-0.0016,-0.0004,-0.0015,0.99305,0.023948,0.070764
164,17522,17560,584.0667,585.3333,09:44.067,09:45.333,1.2667,Paleogene,frozen_hold,7.9e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,5.7e-05,0.0
165,17560,17733,585.3333,591.1,09:45.333,09:51.100,5.7667,Paleogene,character_or_graphic_animation,0.028345,0.06638,0.0371,0.007,True,1.000405,0.0405,0.0021,-0.0256,-0.0269,0.99517,0.005383,0.017795
166,17733,17857,591.1,595.2333,09:51.100,09:55.233,4.1333,Paleogene,character_or_graphic_animation,0.018343,0.053923,1.8728,-0.4751,True,0.980362,-1.9638,-1.6215,1.5145,1.1017,0.43617,0.106181,0.247483
167,17857,17929,595.2333,597.6333,09:55.233,09:57.633,2.4,Paleogene,frozen_hold,0.001711,0.004254,0.0037,0.0009,True,1.000022,0.0022,-0.0038,-0.0004,-0.0037,0.98821,0.002716,0.007083
168,17929,18098,597.6333,603.2667,09:57.633,10:03.267,5.6333,Paleogene,subtle_local_motion,0.012587,0.0223,0.1419,0.0239,True,1.001345,0.1345,0.0566,-0.1405,0.02,0.92157,0.020795,0.045729
169,18098,18192,603.2667,606.4,10:03.267,10:06.400,3.1333,Paleogene,frozen_hold,0.00481,0.009609,0.0159,-0.0067,True,0.99979,-0.021,0.0022,0.0048,0.0152,0.99682,0.008714,0.019219
170,18192,18462,606.4,615.4,10:06.400,10:15.400,9.0,Paleogene,frozen_hold,0.005566,0.012413,0.0601,-0.0003,True,0.999976,-0.0024,-0.0296,0.018,-0.0573,0.94518,0.009425,0.019705
171,18462,18486,615.4,616.2,10:15.400,10:16.200,0.8,Paleogene,frozen_hold,0.0,0.0,0.0,0.0,True,1.0,-0.0,-0.0,0.0,0.0,1.0,1e-06,0.0
172,18486,18651,616.2,621.7,10:16.200,10:21.700,5.5,Paleogene,character_or_graphic_animation,0.048138,0.088446,0.0088,-0.0039,True,0.999783,-0.0217,-0.0007,0.0047,0.0074,0.95885,0.078934,0.142899
173,18651,18780,621.7,626.0,10:21.700,10:26.000,4.3,Paleogene,frozen_hold,0.005919,0.020816,0.0095,0.002,True,1.000085,0.0085,-0.0025,-0.0059,-0.0074,0.99503,0.007415,0.026267
174,18780,18830,626.0,627.6667,10:26.000,10:27.667,1.6667,Paleogene,frozen_hold,0.002536,0.00493,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.99784,0.004155,0.009861
175,18830,19017,627.6667,633.9,10:27.667,10:33.900,6.2333,Paleogene,character_or_graphic_animation,0.030946,0.119488,0.0028,0.0007,True,1.000044,0.0044,0.0007,0.0013,-0.0025,0.8381,0.049897,0.196302
176,19017,19049,633.9,634.9667,10:33.900,10:34.967,1.0667,Paleogene,frozen_hold,5.5e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,4.7e-05,0.0
177,19049,19116,634.9667,637.2,10:34.967,10:37.200,2.2333,Paleogene,frozen_hold,0.000191,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,5.5e-05,0.0
178,19116,19158,637.2,638.6,10:37.200,10:38.600,1.4,Paleogene,character_or_graphic_animation,0.018241,0.213585,0.0188,-0.0175,True,0.999755,-0.0245,-0.0002,-0.0035,0.0185,0.96703,0.054836,0.404236
179,19158,19241,638.6,641.3667,10:38.600,10:41.367,2.7667,Paleogene,character_or_graphic_animation,0.017982,0.053186,0.023,-0.0105,True,0.99971,-0.029,0.0065,0.0129,0.0191,1.0,0.036046,0.106042
180,19241,19262,641.3667,642.0667,10:41.367,10:42.067,0.7,Paleogene,frozen_hold,5e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,3.7e-05,0.0
181,19262,19427,642.0667,647.5667,10:42.067,10:47.567,5.5,Paleogene,character_or_graphic_animation,0.07291,0.17698,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.88095,0.124553,0.288385
182,19427,19496,647.5667,649.8667,10:47.567,10:49.867,2.3,Paleogene,subtle_local_motion,0.010967,0.011945,0.0059,0.004,True,1.000091,0.0091,0.0021,-0.0002,0.0059,1.0,0.021827,0.023889
183,19496,19540,649.8667,651.3333,10:49.867,10:51.333,1.4667,Paleogene,character_or_graphic_animation,0.030002,0.080121,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
184,19540,19651,651.3333,655.0333,10:51.333,10:55.033,3.7,Paleogene,character_or_graphic_animation,0.026919,0.105339,0.001,0.0008,True,1.000029,0.0029,-0.0003,0.0,-0.001,0.98595,0.031273,0.131146
185,19651,19754,655.0333,658.4667,10:55.033,10:58.467,3.4333,Paleogene,character_or_graphic_animation,0.01451,0.054288,22.0835,7.4565,True,1.256006,25.6006,-0.0539,-13.4118,-17.5443,0.65421,0.114481,0.33651
186,19754,19796,658.4667,659.8667,10:58.467,10:59.867,1.4,Neogene,whole_canvas_slide,0.103163,0.294019,8.2709,0.0172,True,1.000241,0.0241,-0.0058,-0.0183,-8.2709,0.9191,0.091471,0.108837
187,19796,19831,659.8667,661.0333,10:59.867,11:01.033,1.1667,Neogene,frozen_hold,0.000148,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,9.3e-05,0.0
188,19831,19941,661.0333,664.7,11:01.033,11:04.700,3.6667,Neogene,subtle_local_motion,0.015106,0.030416,0.0061,0.0007,True,1.000026,0.0026,-0.0047,0.0013,-0.006,0.99762,0.026316,0.054722
189,19941,19963,664.7,665.4333,11:04.700,11:05.433,0.7333,Neogene,frozen_hold,0.000114,0.0,0.0017,0.0041,True,1.00003,0.003,0.001,-0.0015,-0.0009,0.99915,7.1e-05,0.0
190,19963,20103,665.4333,670.1,11:05.433,11:10.100,4.6667,Neogene,character_or_graphic_animation,0.01496,0.039913,0.0372,0.0083,True,1.000389,0.0389,0.0096,-0.032,0.0189,0.92568,0.027178,0.073611
191,20103,20204,670.1,673.4667,11:10.100,11:13.467,3.3667,Neogene,character_or_graphic_animation,0.022637,0.071753,0.0211,0.0068,True,1.000228,0.0228,0.0165,-0.0157,0.0141,0.96961,0.003794,0.005226
192,20204,20397,673.4667,679.9,11:13.467,11:19.900,6.4333,Neogene,character_or_graphic_animation,0.051723,0.146093,16.6152,-0.0892,True,0.994259,-0.5741,-9.1677,-11.5115,-11.9813,0.49446,0.199812,0.483924
193,20397,20505,679.9,683.5,11:19.900,11:23.500,3.6,Neogene,character_or_graphic_animation,0.020937,0.06276,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.95708,0.034619,0.099653
194,20505,20576,683.5,685.8667,11:23.500,11:25.867,2.3667,Neogene,character_or_graphic_animation,0.031455,0.094991,18.64,-0.0689,True,0.99837,-0.163,7.8131,-9.3748,16.111,0.60994,0.163668,0.420069
195,20576,20719,685.8667,690.6333,11:25.867,11:30.633,4.7667,Neogene,character_or_graphic_animation,0.053424,0.129531,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
196,20719,20835,690.6333,694.5,11:30.633,11:34.500,3.8667,Neogene,subtle_local_motion,0.012126,0.023706,0.0324,-0.0031,True,0.99988,-0.012,0.0138,-0.0054,0.0319,0.96768,0.024988,0.047465
197,20835,21264,694.5,708.8,11:34.500,11:48.800,14.3,Neogene,character_or_graphic_animation,0.091471,0.260391,0.0106,0.001,True,1.000148,0.0148,0.0008,-0.0024,-0.0103,0.79167,0.065426,0.193906
198,21264,21290,708.8,709.6667,11:48.800,11:49.667,0.8667,Neogene,frozen_hold,4.4e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,2.8e-05,0.0
199,21290,21314,709.6667,710.4667,11:49.667,11:50.467,0.8,Neogene,frozen_hold,0.000319,0.0,0.0072,-0.0151,True,0.999879,-0.0121,0.0028,0.0017,0.007,0.99346,0.000367,0.0
200,21314,21420,710.4667,714.0,11:50.467,11:54.000,3.5333,Neogene,character_or_graphic_animation,0.030857,0.163463,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
201,21420,21657,714.0,721.9,11:54.000,12:01.900,7.9,Neogene,character_or_graphic_animation,0.053249,0.174922,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
202,21657,21738,721.9,724.6,12:01.900,12:04.600,2.7,Neogene,character_or_graphic_animation,0.025649,0.070642,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.53968,0.052241,0.136788
203,21738,21877,724.6,729.2333,12:04.600,12:09.233,4.6333,Neogene,subtle_local_motion,0.015238,0.038455,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.95082,0.016617,0.043941
204,21877,21915,729.2333,730.5,12:09.233,12:10.500,1.2667,Quaternary,character_or_graphic_animation,0.110548,0.305538,7.6247,-3.6245,True,0.95409,-4.591,0.0403,2.2745,-7.2775,0.88836,0.171382,0.210677
205,21915,21939,730.5,731.3,12:10.500,12:11.300,0.8,Quaternary,frozen_hold,2e-06,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,2e-06,0.0
206,21939,21987,731.3,732.9,12:11.300,12:12.900,1.6,Quaternary,frozen_hold,0.002309,0.004705,0.0,0.0,True,1.0,-0.0,-0.0,0.0,0.0,1.0,0.003807,0.00941
207,21987,22099,732.9,736.6333,12:12.900,12:16.633,3.7333,Quaternary,character_or_graphic_animation,0.021828,0.057188,0.029,-0.01,True,0.999626,-0.0374,0.0142,0.0013,0.029,0.98919,0.035387,0.11033
208,22099,22247,736.6333,741.5667,12:16.633,12:21.567,4.9333,Quaternary,frozen_hold,0.002062,0.006797,0.0153,-0.0021,True,0.999894,-0.0106,-0.0004,0.0076,0.0133,1.0,0.003955,0.013559
209,22247,22342,741.5667,744.7333,12:21.567,12:24.733,3.1667,Quaternary,character_or_graphic_animation,0.015624,0.035217,0.8824,0.0206,True,1.000653,0.0653,1.1789,-0.5854,0.6602,0.81897,0.0319,0.072101
210,22342,22423,744.7333,747.4333,12:24.733,12:27.433,2.7,Quaternary,frozen_hold,0.003825,0.007205,0.0074,0.0047,True,1.000127,0.0127,0.0045,-0.0062,-0.0041,0.9966,0.003955,0.012622
211,22423,22487,747.4333,749.5667,12:27.433,12:29.567,2.1333,Quaternary,frozen_hold,0.005478,0.011415,0.0051,-0.004,True,0.999914,-0.0086,-0.0026,0.0047,0.0019,0.99317,0.005433,0.017622
212,22487,22607,749.5667,753.5667,12:29.567,12:33.567,4.0,Quaternary,frozen_hold,0.006247,0.01105,0.0376,0.0077,True,1.00031,0.031,-0.0148,-0.0055,-0.0372,0.94298,0.01259,0.021632
213,22607,22647,753.5667,754.9,12:33.567,12:34.900,1.3333,Quaternary,subtle_local_motion,0.012394,0.02612,0.0116,-0.0002,True,0.999997,-0.0003,-0.0087,0.0051,-0.0104,0.99558,0.024217,0.050191
214,22647,22681,754.9,756.0333,12:34.900,12:36.033,1.1333,Quaternary,frozen_hold,0.000117,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,1.0,0.000112,0.0
215,22681,22785,756.0333,759.5,12:36.033,12:39.500,3.4667,Quaternary,character_or_graphic_animation,0.019737,0.038611,0.0049,0.0009,True,1.00003,0.003,0.0028,-0.0018,0.0046,0.94457,0.036871,0.07599
216,22785,22813,759.5,760.4333,12:39.500,12:40.433,0.9333,Quaternary,frozen_hold,0.00011,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,9.6e-05,0.0
217,22813,22846,760.4333,761.5333,12:40.433,12:41.533,1.1,Quaternary,frozen_hold,8.7e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.99855,0.000108,0.0
218,22846,22958,761.5333,765.2667,12:41.533,12:45.267,3.7333,Quaternary,subtle_local_motion,0.009321,0.018741,0.0,0.0,True,1.0,-0.0,0.0,0.0,0.0,1.0,0.013178,0.028646
219,22958,22979,765.2667,765.9667,12:45.267,12:45.967,0.7,Quaternary,frozen_hold,8.9e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,5.4e-05,0.0
220,22979,23013,765.9667,767.1,12:45.967,12:47.100,1.1333,Quaternary,frozen_hold,0.000107,0.0,0.0036,-0.0028,True,0.999968,-0.0032,0.0012,0.0016,0.0032,0.99783,0.000103,0.0
221,23013,23052,767.1,768.4,12:47.100,12:48.400,1.3,Quaternary,frozen_hold,8.6e-05,0.0,0.0009,-0.0003,True,0.999996,-0.0004,-0.0005,0.0009,0.0002,0.99829,3.3e-05,0.0
222,23052,23088,768.4,769.6,12:48.400,12:49.600,1.2,Quaternary,frozen_hold,7.6e-05,0.0,0.006,0.0085,True,1.000102,0.0102,-0.0001,-0.0036,-0.0048,1.0,6.4e-05,0.0
223,23088,23150,769.6,771.6667,12:49.600,12:51.667,2.0667,Quaternary,frozen_hold,0.000155,0.000157,0.0015,0.0001,True,1.000003,0.0003,0.0018,-0.0005,0.0014,0.99456,0.00019,0.000313
224,23150,23207,771.6667,773.5667,12:51.667,12:53.567,1.9,Quaternary,frozen_hold,2.2e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,1.8e-05,0.0
225,23207,23277,773.5667,775.9,12:53.567,12:55.900,2.3333,Quaternary,frozen_hold,0.000111,0.0,0.0091,-0.003,True,0.999931,-0.0069,0.0036,0.0027,0.0087,0.99884,9.5e-05,0.0
226,23277,23360,775.9,778.6667,12:55.900,12:58.667,2.7667,Quaternary,subtle_local_motion,0.012377,0.027109,0.0034,0.0016,True,1.000044,0.0044,0.0016,-0.0033,-0.001,0.99641,0.019046,0.050521
227,23360,23376,778.6667,779.2,12:58.667,12:59.200,0.5333,Quaternary,frozen_hold,9.9e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,8.4e-05,0.0
228,23376,23401,779.2,780.0333,12:59.200,13:00.033,0.8333,Quaternary,frozen_hold,7e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,5.9e-05,0.0
229,23401,23416,780.0333,780.5333,13:00.033,13:00.533,0.5,Quaternary,frozen_hold,0.000135,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,3.5e-05,0.0
230,23416,23476,780.5333,782.5333,13:00.533,13:02.533,2.0,Quaternary,frozen_hold,0.002096,0.01112,0.0071,0.0001,True,1.000001,0.0001,0.0012,-0.0071,0.0006,0.98885,0.005481,0.02224
231,23476,23578,782.5333,785.9333,13:02.533,13:05.933,3.4,Quaternary,frozen_hold,0.005816,0.011623,0.0005,0.0001,True,1.000002,0.0002,0.0007,-0.0002,0.0005,0.99707,0.008967,0.021997
232,23578,23620,785.9333,787.3333,13:05.933,13:07.333,1.4,Quaternary,frozen_hold,0.00655,0.0125,0.0101,0.0044,True,1.000061,0.0061,0.0048,0.0004,0.0101,0.97567,0.004307,0.013003
233,23620,23767,787.3333,792.2333,13:07.333,13:12.233,4.9,Quaternary,character_or_graphic_animation,0.052522,0.177413,34.2824,-0.0288,True,0.998591,-0.1409,-0.0135,-34.2824,0.0571,0.95876,0.155684,0.369705
234,23767,23905,792.2333,796.8333,13:12.233,13:16.833,4.6,Quaternary,subtle_local_motion,0.008849,0.015755,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.97851,0.010494,0.029809
235,23905,23969,796.8333,798.9667,13:16.833,13:18.967,2.1333,Quaternary,frozen_hold,0.002075,0.003845,0.0075,0.0023,True,1.00005,0.005,-0.0012,-0.0023,-0.0071,0.99577,0.0025,0.006962
236,23969,24158,798.9667,805.2667,13:18.967,13:25.267,6.3,Quaternary,frozen_hold,5.3e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,0.000102,0.0
